item,heapify,push,peek,pop,remove_first_peek,remove_499,remove_483,remove_2,remove_937,remove_679,remove_517,remove_6,remove_14,remove_100,remove_650
727, 861, 861, 883, 883, 882, 861, 861, 861, 943, 861, 861, 861, 861, 861, 861
284, 943, 943, 882, 882, 881, 943, 943, 943, 950, 943, 943, 943, 943, 943, 943
546, 950, 950, 881, 881, 880, 950, 950, 950, 944, 950, 950, 950, 950, 950, 950
54, 924, 924, 880, 880, 879, 924, 924, 924, 947, 924, 924, 924, 924, 924, 924
345, 969, 969, 879, 879, 878, 969, 969, 969, 969, 969, 969, 969, 969, 969, 969
121, 972, 972, 878, 878, 877, 972, 972, 972, 930, 972, 972, 972, 972, 972, 972
122, 979, 979, 877, 877, 876, 979, 979, 979, 977, 979, 979, 979, 979, 979, 979
237, 922, 922, 876, 876, 875, 922, 922, 922, 912, 922, 922, 922, 922, 922, 922
89, 877, 877, 875, 875, 874, 877, 877, 877, 756, 877, 877, 877, 877, 877, 877
854, 506, 506, 874, 874, 873, 506, 506, 506, 729, 506, 506, 506, 506, 506, 506
446, 763, 763, 873, 873, 872, 763, 763, 763, 625, 763, 763, 763, 763, 763, 763
169, 625, 625, 872, 872, 871, 625, 625, 625, 716, 625, 625, 625, 625, 625, 625
5, 716, 716, 871, 871, 870, 716, 716, 716, 624, 716, 716, 716, 716, 716, 716
348, 548, 548, 870, 870, 869, 548, 548, 548, 824, 548, 548, 548, 548, 548, 548
130, 824, 824, 869, 869, 868, 824, 824, 824, 759, 824, 824, 824, 824, 824, 824
28, 685, 685, 868, 868, 867, 685, 685, 685, 818, 685, 685, 685, 685, 685, 685
403, 818, 818, 867, 867, 866, 818, 818, 818, 605, 818, 818, 818, 818, 818, 818
483, 537, 537, 866, 866, 865, 537, 537, 537, 788, 537, 537, 537, 537, 537, 537
117, 788, 788, 865, 865, 864, 788, 788, 788, 694, 788, 788, 788, 788, 788, 788
984, 640, 640, 864, 864, 863, 640, 640, 640, 819, 640, 640, 640, 640, 640, 640
238, 822, 822, 863, 863, 862, 822, 822, 822, 655, 822, 822, 822, 822, 822, 822
50, 655, 655, 862, 862, 861, 655, 655, 655, 659, 655, 655, 655, 655, 655, 655
932, 659, 659, 861, 861, 860, 659, 659, 659, 895, 659, 659, 659, 659, 659, 659
908, 895, 895, 860, 860, 859, 895, 895, 895, 866, 895, 895, 895, 895, 895, 895
995, 908, 908, 859, 859, 858, 908, 908, 908, 863, 908, 908, 908, 908, 908, 908
392, 863, 863, 858, 858, 857, 863, 863, 863, 829, 863, 863, 863, 863, 863, 863
863, 829, 829, 857, 857, 856, 829, 829, 829, 653, 829, 829, 829, 829, 829, 829
322, 653, 653, 856, 856, 855, 653, 653, 653, 754, 653, 653, 653, 653, 653, 653
22, 815, 815, 855, 855, 854, 815, 815, 815, 635, 815, 815, 815, 815, 815, 815
432, 635, 635, 854, 854, 853, 635, 635, 635, 683, 635, 635, 635, 635, 635, 635
105, 683, 683, 853, 853, 852, 683, 683, 683, 860, 683, 683, 683, 683, 683, 683
126, 860, 860, 852, 852, 851, 860, 860, 860, 749, 860, 860, 860, 860, 860, 860
148, 749, 749, 851, 851, 850, 749, 749, 749, 791, 749, 749, 749, 749, 749, 749
440, 791, 791, 850, 850, 849, 791, 791, 791, 802, 791, 791, 791, 791, 791, 791
815, 802, 802, 849, 849, 848, 802, 802, 802, 705, 802, 802, 802, 802, 802, 802
402, 451, 451, 848, 848, 847, 451, 451, 451, 613, 451, 451, 451, 451, 451, 451
21, 613, 613, 847, 847, 846, 613, 613, 613, 842, 613, 613, 613, 613, 613, 613
153, 842, 842, 846, 846, 845, 842, 842, 842, 857, 842, 842, 842, 842, 842, 842
430, 879, 879, 845, 845, 844, 879, 879, 879, 844, 879, 879, 879, 879, 879, 879
141, 771, 771, 844, 844, 843, 771, 771, 771, 831, 771, 771, 771, 771, 771, 771
831, 831, 831, 843, 843, 842, 831, 831, 831, 933, 831, 831, 831, 831, 831, 831
20, 933, 933, 842, 842, 841, 933, 933, 933, 784, 933, 933, 933, 933, 933, 933
393, 784, 784, 841, 841, 840, 784, 784, 784, 704, 784, 784, 784, 784, 784, 784
991, 642, 642, 840, 840, 839, 642, 642, 642, 742, 642, 642, 642, 642, 642, 642
409, 742, 742, 839, 839, 838, 742, 742, 742, 781, 742, 742, 742, 742, 742, 742
362, 781, 781, 838, 838, 837, 781, 781, 781, 714, 781, 781, 781, 781, 781, 781
388, 757, 757, 837, 837, 836, 757, 757, 757, 651, 757, 757, 757, 757, 757, 757
454, 651, 651, 836, 836, 835, 651, 651, 651, 681, 651, 651, 651, 651, 651, 651
648, 681, 681, 835, 835, 834, 681, 681, 681, 666, 681, 681, 681, 681, 681, 681
938, 666, 666, 834, 834, 833, 666, 666, 666, 764, 666, 666, 666, 666, 666, 666
137, 764, 764, 833, 833, 832, 764, 764, 764, 778, 764, 764, 764, 764, 764, 764
634, 778, 778, 832, 832, 831, 778, 778, 778, 689, 778, 778, 778, 778, 778, 778
502, 676, 676, 831, 831, 830, 676, 676, 676, 845, 676, 676, 676, 676, 676, 676
113, 845, 845, 830, 830, 829, 845, 845, 845, 889, 845, 845, 845, 845, 845, 845
889, 889, 889, 829, 829, 828, 889, 889, 889, 869, 889, 889, 889, 889, 889, 889
884, 744, 744, 828, 828, 827, 744, 744, 744, 884, 744, 744, 744, 744, 744, 744
499, 884, 884, 827, 827, 826, 884, 884, 884, 882, 884, 884, 884, 884, 884, 884
813, 882, 882, 826, 826, 825, 882, 882, 882, 878, 882, 882, 882, 882, 882, 882
255, 920, 920, 825, 825, 824, 920, 920, 920, 813, 920, 920, 920, 920, 920, 920
175, 793, 793, 824, 824, 823, 793, 793, 793, 708, 793, 793, 793, 793, 793, 793
176, 708, 708, 823, 823, 822, 708, 708, 708, 711, 708, 708, 708, 708, 708, 708
177, 711, 711, 822, 822, 821, 711, 711, 711, 787, 711, 711, 711, 711, 711, 711
66, 823, 823, 821, 821, 820, 823, 823, 823, 720, 823, 823, 823, 823, 823, 823
184, 720, 720, 820, 820, 819, 720, 720, 720, 765, 720, 720, 720, 720, 720, 720
376, 765, 765, 819, 819, 818, 765, 765, 765, 809, 765, 765, 765, 765, 765, 765
208, 809, 809, 818, 818, 817, 809, 809, 809, 785, 809, 809, 809, 809, 809, 809
182, 832, 832, 817, 817, 816, 832, 832, 832, 732, 832, 832, 832, 832, 832, 832
226, 700, 700, 816, 816, 815, 700, 700, 700, 772, 700, 700, 700, 700, 700, 700
45, 772, 772, 815, 815, 814, 772, 772, 772, 769, 772, 772, 772, 772, 772, 772
173, 769, 769, 814, 814, 813, 769, 769, 769, 904, 769, 769, 769, 769, 769, 769
519, 926, 926, 813, 813, 812, 926, 926, 926, 837, 926, 926, 926, 926, 926, 926
963, 762, 762, 812, 812, 811, 762, 762, 762, 870, 762, 762, 762, 762, 762, 762
971, 896, 896, 811, 811, 810, 896, 896, 896, 821, 896, 896, 896, 896, 896, 896
261, 801, 801, 810, 810, 809, 801, 801, 801, 810, 801, 801, 801, 801, 801, 801
200, 810, 810, 809, 809, 808, 810, 810, 810, 825, 810, 810, 810, 810, 810, 810
191, 825, 825, 808, 808, 807, 825, 825, 825, 745, 825, 825, 825, 825, 825, 825
385, 843, 843, 807, 807, 806, 843, 843, 843, 654, 843, 843, 843, 843, 843, 843
76, 654, 654, 806, 806, 805, 654, 654, 654, 709, 654, 654, 654, 654, 654, 654
942, 709, 709, 805, 805, 804, 709, 709, 709, 780, 709, 709, 709, 709, 709, 709
195, 780, 780, 804, 804, 803, 780, 780, 780, 718, 780, 780, 780, 780, 780, 780
196, 718, 718, 803, 803, 802, 718, 718, 718, 739, 718, 718, 718, 718, 718, 718
739, 739, 739, 802, 802, 801, 739, 739, 739, 796, 739, 739, 739, 739, 739, 739
645, 796, 796, 801, 801, 800, 796, 796, 796, 777, 796, 796, 796, 796, 796, 796
125, 777, 777, 800, 800, 799, 777, 777, 777, 707, 777, 777, 777, 777, 777, 777
652, 707, 707, 799, 799, 798, 707, 707, 707, 703, 707, 707, 707, 707, 707, 707
217, 422, 422, 798, 798, 797, 422, 422, 422, 814, 422, 422, 422, 422, 422, 422
6, 814, 814, 797, 797, 796, 814, 814, 814, 816, 814, 814, 814, 814, 814, 814
80, 816, 816, 796, 796, 795, 816, 816, 816, 817, 816, 816, 816, 816, 816, 816
874, 817, 817, 795, 795, 794, 817, 817, 817, 808, 817, 817, 817, 817, 817, 817
109, 808, 808, 794, 794, 793, 808, 808, 808, 797, 808, 808, 808, 808, 808, 808
206, 797, 797, 793, 793, 792, 797, 797, 797, 669, 797, 797, 797, 797, 797, 797
695, 669, 669, 792, 792, 791, 669, 669, 669, 722, 669, 669, 669, 669, 669, 669
64, 722, 722, 791, 791, 790, 722, 722, 722, 834, 722, 722, 722, 722, 722, 722
44, 834, 834, 790, 790, 789, 834, 834, 834, 846, 834, 834, 834, 834, 834, 834
827, 846, 846, 789, 789, 788, 846, 846, 846, 901, 846, 846, 846, 846, 846, 846
211, 901, 901, 788, 788, 787, 901, 901, 901, 902, 901, 901, 901, 901, 901, 901
593, 902, 902, 787, 787, 786, 902, 902, 902, 898, 902, 902, 902, 902, 902, 902
779, 898, 898, 786, 786, 785, 898, 898, 898, 795, 898, 898, 898, 898, 898, 898
921, 864, 864, 785, 785, 784, 864, 864, 864, 779, 864, 864, 864, 864, 864, 864
299, 674, 674, 784, 784, 783, 674, 674, 674, 662, 674, 674, 674, 674, 674, 674
216, 662, 662, 783, 783, 782, 662, 662, 662, 812, 662, 662, 662, 662, 662, 662
251, 812, 812, 782, 782, 781, 812, 812, 812, 856, 812, 812, 812, 812, 812, 812
48, 875, 875, 781, 781, 780, 875, 875, 875, 697, 875, 875, 875, 875, 875, 875
799, 572, 572, 780, 780, 779, 572, 572, 572, 805, 572, 572, 572, 572, 572, 572
193, 805, 805, 779, 779, 778, 805, 805, 805, 734, 805, 805, 805, 805, 805, 805
313, 734, 734, 778, 778, 777, 734, 734, 734, 893, 734, 734, 734, 734, 734, 734
632, 893, 893, 777, 777, 776, 893, 893, 893, 888, 893, 893, 893, 893, 893, 893
307, 798, 798, 776, 776, 775, 798, 798, 798, 890, 798, 798, 798, 798, 798, 798
319, 890, 890, 775, 775, 774, 890, 890, 890, 737, 890, 890, 890, 890, 890, 890
993, 737, 737, 774, 774, 773, 737, 737, 737, 900, 737, 737, 737, 737, 737, 737
369, 900, 900, 773, 773, 772, 900, 900, 900, 931, 900, 900, 900, 900, 900, 900
227, 931, 931, 772, 772, 771, 931, 931, 931, 915, 931, 931, 931, 931, 931, 931
228, 949, 949, 771, 771, 770, 949, 949, 949, 721, 949, 949, 949, 949, 949, 949
696, 721, 721, 770, 770, 769, 721, 721, 721, 849, 721, 721, 721, 721, 721, 721
230, 883, 883, 769, 769, 768, 883, 883, 883, 794, 883, 883, 883, 883, 883, 883
551, 794, 794, 768, 768, 767, 794, 794, 794, 741, 794, 794, 794, 794, 794, 794
437, 741, 741, 767, 767, 766, 741, 741, 741, 601, 741, 741, 741, 741, 741, 741
383, 383, 383, 766, 766, 765, 383, 383, 383, 770, 541, 383, 383, 383, 383, 541
371, 770, 770, 765, 765, 764, 770, 770, 770, 899, 804, 770, 770, 770, 770, 804
728, 899, 899, 764, 764, 763, 899, 899, 899, 941, 899, 899, 899, 899, 899, 899
9, 941, 941, 763, 763, 762, 941, 941, 941, 836, 941, 941, 941, 941, 941, 941
442, 836, 836, 762, 762, 761, 836, 836, 836, 924, 836, 836, 836, 836, 836, 836
212, 944, 944, 761, 761, 760, 944, 944, 944, 862, 944, 944, 944, 944, 944, 944
647, 480, 480, 760, 760, 759, 480, 480, 480, 905, 480, 480, 480, 480, 480, 480
318, 905, 905, 759, 759, 758, 905, 905, 905, 934, 905, 905, 905, 905, 905, 905
241, 934, 934, 758, 758, 757, 934, 934, 934, 966, 934, 934, 934, 934, 934, 934
136, 966, 966, 757, 757, 756, 966, 966, 966, 880, 966, 966, 966, 966, 966, 966
905, 880, 880, 756, 756, 755, 880, 880, 880, 918, 880, 880, 880, 880, 880, 880
333, 918, 918, 755, 755, 754, 918, 918, 918, 647, 918, 918, 918, 918, 918, 918
245, 647, 647, 754, 754, 753, 647, 647, 647, 922, 733, 647, 647, 647, 647, 733
930, 977, 977, 753, 753, 752, 977, 977, 977, 803, 977, 977, 977, 977, 977, 977
922, 803, 803, 752, 752, 751, 803, 803, 803, 881, 881, 803, 803, 803, 803, 881
58, 912, 912, 751, 751, 750, 912, 912, 912, 854, 912, 912, 912, 912, 912, 912
850, 850, 850, 750, 750, 749, 850, 850, 850, 506, 850, 850, 850, 850, 850, 850
263, 756, 756, 749, 749, 748, 756, 756, 756, 296, 756, 756, 756, 756, 756, 756
207, 296, 296, 748, 748, 747, 296, 296, 296, 252, 296, 296, 296, 296, 296, 296
252, 252, 252, 747, 747, 746, 252, 252, 252, 446, 252, 252, 252, 252, 252, 252
75, 446, 446, 746, 746, 745, 446, 446, 446, 254, 446, 446, 446, 446, 446, 446
254, 254, 254, 745, 745, 744, 254, 254, 254, 447, 254, 254, 254, 254, 254, 254
716, 447, 447, 744, 744, 743, 447, 447, 447, 512, 447, 447, 447, 447, 447, 447
86, 512, 512, 743, 743, 742, 512, 512, 512, 295, 512, 512, 512, 512, 512, 512
110, 295, 295, 742, 742, 741, 295, 295, 295, 548, 295, 295, 295, 295, 295, 295
885, 624, 624, 741, 741, 740, 624, 624, 624, 308, 624, 624, 624, 624, 624, 624
259, 308, 308, 740, 740, 739, 308, 308, 308, 348, 334, 308, 308, 334, 308, 334
334, 348, 348, 739, 739, 738, 348, 348, 348, 750, 348, 348, 348, 348, 348, 348
181, 750, 750, 738, 738, 737, 750, 750, 750, 685, 750, 750, 750, 750, 750, 750
262, 759, 759, 737, 737, 736, 759, 759, 759, 542, 759, 759, 759, 759, 759, 759
542, 542, 542, 736, 736, 735, 542, 542, 542, 682, 542, 542, 542, 542, 542, 542
694, 682, 682, 735, 735, 734, 682, 682, 682, 641, 682, 682, 682, 682, 682, 682
23, 391, 391, 734, 734, 733, 391, 391, 391, 537, 391, 391, 391, 391, 391, 391
520, 605, 605, 733, 733, 732, 605, 605, 605, 520, 605, 605, 605, 605, 605, 605
119, 317, 317, 732, 732, 731, 317, 317, 317, 491, 317, 317, 317, 317, 317, 317
317, 491, 491, 731, 731, 730, 491, 491, 491, 606, 491, 491, 491, 491, 491, 491
876, 606, 606, 730, 730, 729, 606, 606, 606, 640, 606, 606, 606, 606, 606, 606
270, 694, 694, 729, 729, 728, 694, 694, 694, 538, 694, 694, 694, 694, 694, 694
640, 511, 511, 728, 728, 727, 511, 543, 511, 573, 543, 511, 511, 543, 511, 543
543, 573, 573, 727, 727, 726, 573, 573, 573, 545, 573, 573, 573, 573, 573, 573
518, 238, 238, 726, 726, 725, 238, 274, 238, 549, 274, 238, 238, 274, 238, 274
274, 549, 549, 725, 725, 724, 549, 549, 549, 592, 549, 549, 549, 549, 549, 549
366, 592, 592, 724, 724, 723, 592, 592, 592, 554, 592, 592, 592, 592, 592, 592
655, 554, 554, 723, 723, 722, 554, 554, 554, 556, 554, 554, 554, 554, 554, 554
13, 556, 556, 722, 722, 721, 556, 556, 556, 558, 556, 556, 556, 556, 556, 556
278, 558, 558, 721, 721, 720, 558, 558, 558, 560, 558, 558, 558, 558, 558, 558
70, 560, 560, 720, 720, 719, 560, 560, 560, 688, 560, 560, 560, 560, 560, 560
363, 688, 688, 719, 719, 718, 688, 688, 688, 725, 688, 688, 688, 688, 688, 688
455, 725, 725, 718, 718, 717, 725, 725, 725, 833, 725, 725, 725, 725, 725, 725
26, 833, 833, 717, 717, 716, 833, 833, 833, 629, 833, 833, 833, 833, 833, 833
575, 629, 629, 716, 716, 715, 629, 629, 629, 575, 629, 629, 629, 629, 629, 629
258, 478, 478, 715, 715, 714, 478, 478, 478, 474, 478, 478, 478, 478, 478, 478
276, 400, 400, 714, 714, 713, 400, 400, 400, 444, 400, 400, 400, 400, 400, 400
829, 444, 444, 713, 713, 712, 444, 444, 444, 576, 444, 444, 444, 444, 444, 444
482, 576, 576, 712, 712, 711, 576, 576, 576, 596, 576, 576, 576, 576, 576, 576
990, 596, 596, 711, 711, 710, 596, 596, 596, 644, 596, 596, 596, 596, 596, 596
910, 644, 644, 710, 710, 709, 644, 644, 644, 582, 644, 644, 644, 644, 644, 644
838, 582, 582, 709, 709, 708, 582, 582, 582, 583, 582, 582, 582, 582, 582, 582
178, 583, 583, 708, 708, 707, 583, 583, 583, 439, 583, 583, 583, 583, 583, 583
292, 439, 439, 707, 707, 706, 439, 439, 439, 627, 439, 439, 439, 439, 439, 439
678, 627, 627, 706, 706, 705, 627, 627, 627, 678, 627, 627, 627, 627, 627, 627
