item,heapify,push,peek,pop,remove_first_peek,remove_15,remove_19,remove_88,remove_12,remove_3,remove_76,remove_94,remove_40,remove_79,remove_9
49, 57, 57, 76, 76, 77, 77, 77, 57, 77, 77, 77, 57, 77, 77, 77
77, 77, 77, 77, 77, 78, 78, 78, 77, 78, 78, 78, 77, 78, 78, 78
78, 78, 78, 78, 78, 79, 90, 90, 78, 90, 90, 90, 78, 90, 90, 90
34, 90, 90, 79, 79, 80, 91, 91, 90, 91, 91, 91, 90, 91, 91, 91
91, 91, 91, 80, 80, 81, 87, 87, 91, 87, 87, 87, 91, 87, 87, 87
73, 87, 87, 81, 81, 82, 99, 99, 87, 99, 99, 99, 87, 99, 99, 99
99, 99, 99, 82, 82, 83, 68, 68, 99, 68, 68, 73, 99, 68, 73, 68
68, 68, 68, 83, 83, 84, 46, 46, 68, 46, 46, 46, 68, 46, 46, 46
35, 46, 46, 84, 84, 85, 53, 53, 46, 53, 53, 53, 46, 53, 53, 53
29, 53, 53, 85, 85, 86, 94, 94, 53, 94, 94, 94, 53, 94, 94, 94
94, 94, 94, 86, 86, 87, 69, 69, 94, 69, 69, 69, 69, 69, 69, 69
69, 69, 69, 87, 87, 88, 67, 67, 69, 67, 67, 67, 67, 67, 67, 67
63, 67, 67, 88, 88, 89, 48, 48, 67, 48, 48, 63, 63, 48, 63, 48
36, 48, 48, 89, 89, 90, 80, 80, 48, 80, 80, 80, 80, 80, 80, 80
80, 80, 80, 90, 90, 91, 88, 88, 80, 88, 88, 88, 88, 88, 88, 88
4, 88, 88, 91, 91, 92, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65
65, 65, 65, 92, 92, 93, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45
21, 45, 45, 93, 93, 94, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74
74, 74, 74, 94, 94, 95, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93
71, 93, 93, 95, 95, 96, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75
75, 75, 75, 96, 96, 97, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81
6, 81, 81, 97, 97, 98, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97
97, 97, 97, 98, 98, 99, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86
86, 86, 86, 99, 99, None, None, None, None, None, None, None, None, None, None, None
